sID,sentence,sentence_ru,top_label,label,label_id,class_name
4142,it's like life doesn't stay good for long with me.,как будто жизнь со мной недолго остается хорошей.,Other,6,5,unknown
345,getting the bus to work.,заставить автобус работать.,Other,6,5,unknown
3375,"finally today the headache, fever, swollen glands, sore throat, achy muscle crap started.","наконец сегодня началась головная боль, температура, опухшие гланды, боль в горле, ломота в мышцах.","Health, Fatigue, or Physical Pain",3,2,health
4710,"I am super tired, and I am trying to convince George to cook supper.",Я очень устал и пытаюсь убедить Джорджа приготовить ужин.,"Health, Fatigue, or Physical Pain",3,2,health
5849,I've just been ridiculously emotional.,Я просто был до смешного эмоционален.,Emotional Turmoil,6,5,unknown
243,donald trump and the republicans are destroying our democracy,Дональд Трамп и республиканцы разрушают нашу демократию,Other,6,5,unknown
5490,I'm tired of being this person my mom and family expect me to be.,"Я устал быть тем человеком, которого ожидают от меня моя мама и семья.",Family Issues,2,1,family
5415,"Too much masculinity, and he doesn't need women at all, not on the deepest level.","Слишком много мужественности, и женщины ему вообще не нужны, ни на самом глубоком уровне.",Social Relationships,4,3,friends
2148,nervous about work,нервничаю из-за работы,Work,1,0,work
5583,"Sadly, one of the kittens died the second night I had them","К сожалению, один из котят умер на вторую ночь, когда они у меня появились.",Emotional Turmoil,6,5,unknown
3669,"I came back very ill, and haven't really been back to work due to illness.",Я вернулся очень больным и из-за болезни так и не вернулся на работу.,"Health, Fatigue, or Physical Pain",3,2,health
4497,"Well, this is my stress currently thats goin through my mind every second of everyday sooo far.","Ну, это мой стресс, который сейчас крутится у меня в голове каждую секунду каждого дня.",Emotional Turmoil,6,5,unknown
3770,Work is expecting me back and I feel unsafe going back,"Работа ждет моего возвращения, и я чувствую себя небезопасно, возвращаясь обратно.",Work,1,0,work
6539,"i attempted to get a head start on studying for finals, my major 2 are this week, and yet that didn't work very well.","Я пытался начать готовиться к выпускным экзаменам, мои основные 2 будут на этой неделе, но это сработало не очень хорошо.",School,1,0,work
3422,"Our family dog suddenly started battling health problems and before we knew it, she had died.","У нашей семейной собаки внезапно начались проблемы со здоровьем, и прежде чем мы узнали об этом, она умерла.",Emotional Turmoil,6,5,unknown
3647,"I had a lot of trouble getting to sleep, despite my being extremely tired.","Мне было очень трудно заснуть, несмотря на то, что я очень устал.","Health, Fatigue, or Physical Pain",3,2,health
218,dealing with grief following the death of both my grandparents last month,справиться с горем после смерти моих бабушки и дедушки в прошлом месяце,Emotional Turmoil,6,5,unknown
4149,"I've become so apathetic with my work lately, it's kind of scary.","В последнее время я стал настолько апатичен к своей работе, что это даже пугает.",Work,1,0,work
5510,if they are in a group with their friends I clam up and won't talk to them.,"если они в группе со своими друзьями, я замолкаю и не разговариваю с ними.",Social Relationships,4,3,friends
1366,I'm worried about how long we'll be in isolation from covoid-19,"Меня беспокоит, как долго мы будем находиться в изоляции от Covid-19.","Health, Fatigue, or Physical Pain",3,2,health
4028,im a bit freaked out about paying for school now.. sick to my stomach type stuff..,я сейчас немного волнуюсь из-за оплаты за школу.. меня тошнит от таких вещей..,Financial Problem,5,4,finance
4454,With so many lay off's everybody worried about their jobs.,С таким количеством увольнений все беспокоятся о своей работе.,Work,1,0,work
3359,His health began to rapidly deteriorate when well intentioned but overbearing regulations were set in place.,"Его здоровье начало быстро ухудшаться, когда были установлены благие намерения, но властные правила.","Health, Fatigue, or Physical Pain",3,2,health
407,he needs to get help when he needs it.,"ему нужна помощь, когда она ему нужна.",Other,6,5,unknown
5544,i dread going out of the way to socialize with pple i just don't feel comfortable around.,"я боюсь отказываться от общения с людьми, мне просто некомфортно рядом.",Social Relationships,4,3,friends
165,coming up with a 1000.00 to fix my vehicle that needs to be repaired.,"придумываю 1000,00, чтобы починить мою машину, которую нужно отремонтировать.",Financial Problem,5,4,finance
2209,not knowing what i want to do with my life.,"не зная, что я хочу делать со своей жизнью.",Everyday Decision Making,6,5,unknown
6279,"mother is back, and feels odd here at home. for three weeks","мать вернулась и чувствует себя странно здесь, дома. на три недели",Family Issues,2,1,family
282,feeling bad about myself,плохо себя чувствую,Emotional Turmoil,6,5,unknown
3262,Also I'm going to the doctor because my knee and back really hurt too.,"Еще я иду к врачу, потому что у меня тоже очень болят колено и спина.","Health, Fatigue, or Physical Pain",3,2,health
1333,i'm stressed that i don't make enough money at work.,"меня беспокоит, что я недостаточно зарабатываю на работе.",Financial Problem,5,4,finance
2114,my truck won't start,мой грузовик не заводится,Other,6,5,unknown
1928,my husband not spending time with me. he is always woking andi feel lonely and rejected.,"мой муж не проводит со мной времени. он всегда просыпается, и я чувствую себя одиноким и отвергнутым.",Family Issues,2,1,family
3190,Problem with me feeling better is that it's harder and harder to convince myself I need to eat healthy.,"Проблема с моим улучшением самочувствия заключается в том, что мне становится все труднее и труднее убедить себя, что мне нужно питаться здоровой пищей.","Health, Fatigue, or Physical Pain",3,2,health
4901,School is stressing me out so much right now.,Школа меня сейчас очень напрягает.,School,1,0,work
2951,what a stressful day with my co-worker!  shes so annoying!,какой напряженный день с моим коллегой!  она такая раздражающая!,Work,1,0,work
2762,This coronavirus might wipe out the human race!,Этот коронавирус может уничтожить человечество!,Other,6,5,unknown
4504,"the rest of my day i've spent looking for apartments, all of which seem to be a bit pricey.","Остаток дня я провел в поисках квартир, и все они оказались немного дорогими.",Other,6,5,unknown
6388,"However, customizing the Start Menu is now a big pain.",Однако настройка меню «Пуск» теперь стала большой проблемой.,Work,1,0,work
2389,school is starting back up again,школа снова начинает работать,School,1,0,work
189,court in 2 weeks nd no deal in sight,"суд через 2 недели, сделки не предвидится",Other,6,5,unknown
438,"hey, my supervisor was on me again today. i don't think she likes me.","эй, мой руководитель сегодня снова был на связи со мной. я не думаю, что я ей нравлюсь.",Work,1,0,work
6835,my mom got sick and i needed to be here.,"моя мама заболела, и мне нужно было быть здесь.",Family Issues,2,1,family
415,hey how did you find it  i just want to share my thoughts about my family situation to u,"эй, как ты это нашел, я просто хочу поделиться с тобой своими мыслями о моей семейной ситуации",Family Issues,2,1,family
5061,"Since being back at school, I've had to cram weeks' worth of information into days, give open note tests because of the ridiculous pace, and pile on the homework.","С тех пор, как я вернулся в школу, мне приходилось втиснуть информацию, накопленную за несколько недель, в дни, сдавать открытые конспекты из-за нелепого темпа и накапливать домашние задания.",School,1,0,work
3663,"i'm sick and tired of working long hours and not getting enough pay, this is shitless!","мне надоело работать сверхурочно и не получать достаточно зарплаты, это дерьмо!",Work,1,0,work
2809,time management,тайм-менеджмент,Everyday Decision Making,6,5,unknown
1277,i'm not making as much money as i would like.,"я не зарабатываю столько денег, сколько хотелось бы.",Financial Problem,5,4,finance
864,I have been feeling a lot more fatigue lately.,В последнее время я чувствую гораздо большую усталость.,"Health, Fatigue, or Physical Pain",3,2,health
4696,Needless to say I was very upset yesterday.,"Излишне говорить, что я был очень расстроен вчера.",Emotional Turmoil,6,5,unknown
5507,I worry too much about what people think of me18.,"Я слишком беспокоюсь о том, что обо мне думают люди18.",Social Relationships,4,3,friends
66,At the moment just life,На данный момент просто жизнь,Everyday Decision Making,6,5,unknown
5857,tremendous anxiety is keeping me from getting anything done.,огромное беспокойство не дает мне ничего сделать.,Emotional Turmoil,6,5,unknown
500,hope to pay my everday bills,надеюсь оплатить свои ежедневные счета,Financial Problem,5,4,finance
1458,i've been really stressed about sean's anxiety lately.,В последнее время меня очень беспокоит тревога Шона.,Social Relationships,4,3,friends
6102,"This week, however, has turned into one hell of a crazy week with everything piling up and my not have enough time.","Однако эта неделя превратилась в чертовски сумасшедшую неделю: всего накопилось, а времени не хватает.",Other,6,5,unknown
2890,Uncertainty of the future of my current position at work.,Неопределенность будущего моего нынешнего положения на работе.,Work,1,0,work
4194,Lately I've been feeling like I'm losing touch with myself and the people I love.,"В последнее время я чувствую, что теряю связь с собой и людьми, которых люблю.",Social Relationships,4,3,friends
816,i have a chemistry test tomorrow and i'm really nervous,"завтра у меня тест по химии, и я очень нервничаю",School,1,0,work
6042,I don't get paid nearly enough to be doing both.,"Мне платят недостаточно, чтобы заниматься и тем, и другим.",Work,1,0,work
232,Deciding wether or not to return back to school,"Решение, возвращаться в школу или нет",School,1,0,work
472,"hi, i finished my project at work and waiting for something new.","привет, я закончил свой проект на работе и жду чего-то нового.",Work,1,0,work
358,going back to work,возвращаюсь к работе,Work,1,0,work
817,i have a colleague at work who lost her phone but she is suspecting me.,"У меня есть коллега на работе, которая потеряла телефон, но подозревает меня.",Work,1,0,work
1304,"I'm still looking for work, and coronavirus is going to slow that down.","Я все еще ищу работу, и коронавирус замедлит этот процесс.",Work,1,0,work
2423,some of my outdoor plants died in the recent cold weather.,некоторые из моих уличных растений погибли в недавние холода.,Other,6,5,unknown
4471,I seriusly have nothing to eat and I'm too lazy and broke to go out and get something. maybe for dinner.,"Мне серьезно нечего есть, и я слишком ленив и беден, чтобы пойти куда-нибудь и что-нибудь купить. возможно, на ужин.",Financial Problem,5,4,finance
2093,my son stresses me out in the morning-he refuses to concentrate on getting ready and fre,мой сын вызывает у меня стресс по утрам - он отказывается сосредоточиться на сборах и отдыхе,Family Issues,2,1,family
3959,I have a presentation this week that I'm afraid to look over for fear of realizing how under-prepared I am.,"На этой неделе у меня презентация, которую я боюсь просмотреть, опасаясь осознать, насколько я недостаточно подготовлен.",Work,1,0,work
5533,Being in my house with my family just always make things negative.,Пребывание в моем доме с семьей всегда делает вещи негативными.,Family Issues,2,1,family
1433,I've been experiencing a lot of migraines lately.,В последнее время меня часто мучают мигрени.,"Health, Fatigue, or Physical Pain",3,2,health
606,i am stressed about money and work,меня беспокоят деньги и работа,Work,1,0,work
6781,I'm scared because I'm running low on money.,"Мне страшно, потому что у меня заканчиваются деньги.",Financial Problem,5,4,finance
5755,You can get very upset when you are frustrated.,"Вы можете очень расстроиться, когда расстроены.",Emotional Turmoil,6,5,unknown
772,i feel very streesful in the situation.i can't  time manage.,Я чувствую себя очень напряженно в этой ситуации. Я не могу распоряжаться временем.,Everyday Decision Making,6,5,unknown
2988,work and school have been insane lately,работа и учеба в последнее время были безумными,Work,1,0,work
5110,NO MORE PUBS for the NEXT 2 WEEKS due to massive amounts of schoolwork.,БОЛЬШЕ НЕТ ПАБОВ В СЛЕДУЮЩИЕ 2 НЕДЕЛИ из-за огромного количества школьных занятий.,School,1,0,work
1401,it seems my kids are having trouble making friends,"кажется, моим детям трудно заводить друзей",Family Issues,2,1,family
334,getting ebola.,заболеть Эболой.,"Health, Fatigue, or Physical Pain",3,2,health
4853,Maybe this is because of all the stress I have of thinking about going off to school next month.,"Может быть, это из-за стресса, который я испытываю при мысли о том, чтобы пойти в школу в следующем месяце.",School,1,0,work
4679,I can't handle not being organized or having a plan.,Я терпеть не могу отсутствие организованности и отсутствия плана.,Everyday Decision Making,6,5,unknown
48,All the panic about the global pandemic has been stressing me out!,Вся паника по поводу глобальной пандемии меня напрягает!,Emotional Turmoil,6,5,unknown
1613,"lack of work, ive just been stuck in the house too long.","Отсутствие работы, я просто слишком долго торчал дома.",Work,1,0,work
2837,trying to communicate with my wife,пытаюсь общаться с женой,Social Relationships,4,3,friends
3026,work has been stressful with a lot of stock trading.,работа была напряженной из-за большого количества торгов акциями.,Work,1,0,work
825,I have a group presentation tomorrow,Завтра у меня групповая презентация,School,1,0,work
1516,i've been trying to quit smoking for the last 3 days.,Я пытаюсь бросить курить последние 3 дня.,"Health, Fatigue, or Physical Pain",3,2,health
117,being unproductive,быть непродуктивным,Everyday Decision Making,6,5,unknown
3665,"I know that sounds bad, but I am just sick and tired of the everyday routine of working and hearing bullshit","Я знаю, это звучит плохо, но меня просто тошнит от повседневной рутины работы и выслушивания чуши.",Work,1,0,work
4656,"I was constantly in debt, and still didn't have a car worth driving, or a job that would help any of this.","Я постоянно был в долгах, и у меня до сих пор не было ни машины, на которой можно было бы ездить, ни работы, которая могла бы помочь во всем этом.",Financial Problem,5,4,finance
6682,"i miss her a lot now that i dont see her very often, and it makes me kind of sad.","я очень скучаю по ней сейчас, потому что вижу ее не очень часто, и мне от этого немного грустно.",Social Relationships,4,3,friends
6747,"Evere sincer their mom had left and dad had taken a job faraway, the two little ones had been making bad decisions.","С тех пор, как их мама уехала, а папа уехал на работу далеко, двое малышей принимали неверные решения.",Family Issues,2,1,family
6361,She got into a fight with her mom and left.,Она поругалась с мамой и ушла.,Family Issues,2,1,family
4187,Kinda brings my mood down... which isn't good... cause I'm already stressed out over school and trip.,Как-то портит мне настроение... что нехорошо... потому что я уже в стрессе из-за школы и поездки.,School,1,0,work
1724,my academics and workload,моя учеба и рабочая нагрузка,School,1,0,work
4644,"Schooling hours so long!? Ya, caused of this, I dreaded going home.","Учебные часы такие длинные!? Да, из-за этого я боялся идти домой.",School,1,0,work
4845,Well this week is going to suck! I am going to spend the whole week reviewing for exams and stuff.,"Что ж, эта неделя будет отстойной! Я собираюсь провести всю неделю, готовясь к экзаменам и тому подобному.",School,1,0,work
3860,"when i look back on my life, it was extremely difficult.","Когда я оглядываюсь назад на свою жизнь, она была чрезвычайно трудной.",Other,6,5,unknown
768,I feel stressed about losing income over COVID-19,Я испытываю стресс из-за потери дохода из-за COVID-19,Financial Problem,5,4,finance
29,A recent situation has been this corona virus and not knowing what is going on with coll,"Недавней ситуацией был вирус короны, и мы не знали, что происходит с вирусом.","Health, Fatigue, or Physical Pain",3,2,health
3903,Grr..some reason when I got home today I was depressed AGAIN.,"Грр..по какой-то причине, когда я сегодня вернулся домой, я СНОВА был в депрессии.",Emotional Turmoil,6,5,unknown
196,Covid-19 and money,Covid-19 и деньги,Other,6,5,unknown
3841,"There's always some reason to feel not good enough, and it's hard at the end of the day.","Всегда есть какая-то причина чувствовать себя недостаточно хорошо, и в конце дня это тяжело.",Emotional Turmoil,6,5,unknown
5781,Work is stupid but I continue to fail upward and I can't think of anything else to do anyway.,"Работа глупая, но я продолжаю проваливаться вверх и все равно не могу придумать, чем еще заняться.",Work,1,0,work
2577,The craziness surrounding the coronavirus and not knowing what's going to happen,"Сумасшествие вокруг коронавируса и незнание того, что произойдет",Emotional Turmoil,6,5,unknown
4177,"I've been very busy lately? I dunno, I just didn't feel like typing...","Я был очень занят в последнее время? Не знаю, мне просто не хотелось печатать...",Everyday Decision Making,6,5,unknown
1853,My dog is sick and I don't have the money to take him to the vet,"Моя собака заболела, и у меня нет денег, чтобы отвезти ее к ветеринару.","Health, Fatigue, or Physical Pain",3,2,health
470,"hi, because of work pressure i got stressful. so, we relax to chat feel free","привет, из-за давления на работе у меня случился стресс. Итак, мы расслабляемся, чтобы поболтать, не стесняйтесь",Work,1,0,work
1569,just hired a new employee and he is leaving after a month,"только что наняли нового сотрудника, и он увольняется через месяц",Work,1,0,work
6202,My dad's been getting all insecure about it.,Мой отец стал совсем неуверенным в этом.,Family Issues,2,1,family
2453,"stressing about my upcoming taxes, since i don't know how much i'll have to pay.","переживаю по поводу предстоящих налогов, так как не знаю, сколько мне придется заплатить.",Financial Problem,5,4,finance
4826,I didn't do so well on my math quiz.,Я не так хорошо справился с контрольной по математике.,School,1,0,work
4825,I just can't handle learning with the average joe asshole at my school.,Я просто не могу учиться с обычным засранцем Джо в моей школе.,School,1,0,work
6302,"im sad and nervous and EXTREMELY MAD i mean, shes always doing something to put my parents through hell.","Мне грустно, я нервничаю и ОЧЕНЬ ЗЛАЯ, я имею в виду, она всегда что-то делает, чтобы мои родители прошли через ад.",Family Issues,2,1,family
1521,i've been working on getting my drivers license.,я работаю над получением водительских прав.,Other,6,5,unknown
6037,My credit isn't good enough for a loan.,Моя кредитная история недостаточно хороша для получения кредита.,Financial Problem,5,4,finance
386,Having absolutley no idea what I want to do with my life.,"Абсолютно понятия не имею, чем хочу заниматься в жизни.",Everyday Decision Making,6,5,unknown
4967,"I think I'm going to take the math placement test tomorrow, and I'm kinda nervous about that.","Думаю, завтра мне придется сдавать вступительный тест по математике, и я немного нервничаю по этому поводу.",School,1,0,work
5124,"So first they are pissed off on what Im going to major in, in college.","Итак, сначала их бесит то, на чем я собираюсь специализироваться в колледже.",School,1,0,work
2751,This caronavirus that is affecting America,Этот каронавирус поражает Америку,"Health, Fatigue, or Physical Pain",3,2,health
925,i have been stressed not seeing friends from being stuck inside due to covid19,"я был в стрессе, не видя друзей из-за того, что застрял внутри из-за covid19",Social Relationships,4,3,friends
2320,probably having to apply to graduate schools,"вероятно, придется подавать документы в аспирантуру",School,1,0,work
1288,I'm really kind of stressed about covid-19.,Я действительно в некотором стрессе из-за Covid-19.,Emotional Turmoil,6,5,unknown
693,i broke up with my girlfriend and its been really stressing me out.,"Я расстался со своей девушкой, и это меня очень напрягало.",Social Relationships,4,3,friends
3443,"For some reason I've been feeling ill again, and that would explain why I've been so tired lately.","По какой-то причине мне снова стало плохо, и это объясняет, почему я так устал в последнее время.","Health, Fatigue, or Physical Pain",3,2,health
6039,I'm didn't see my therapist this week due to money.,На этой неделе я не был у своего терапевта из-за денег.,Financial Problem,5,4,finance
3652,"Like I said, I haven't been sleeping well lately.","Как я уже сказал, в последнее время я плохо сплю.","Health, Fatigue, or Physical Pain",3,2,health
4737,"Me and Christine's room keeps getting emptier because we've been taking a lot of stuff home, which is sad.","Наша с Кристиной комната становится все пустее, потому что мы забрали домой много вещей, и это грустно.",Emotional Turmoil,6,5,unknown
6451,i feel like everythings just piling up on me and i can't deal with massive stress.,"Я чувствую, что все наваливается на меня, и я не могу справиться с огромным стрессом.",Everyday Decision Making,6,5,unknown
5513,she said that i haven't been taking part in keeping the house and im like this waste of money.,"она сказала, что я не принимаю участия в содержании дома и мне нравится такая трата денег.",Financial Problem,5,4,finance
1624,Learning to help my kids do school at home.,Учусь помогать своим детям учиться дома.,School,1,0,work
2741,things at work has been getting a little crazy.,дела на работе стали немного сумасшедшими.,Work,1,0,work
3098,"work, it has been a stressful week! hope it gets better","работа, это была напряженная неделя! надеюсь, что станет лучше",Work,1,0,work
2428,"sometimes, i feel like my husband doesn't listen to me well.","иногда мне кажется, что мой муж меня плохо слушает.",Family Issues,2,1,family
5995,These few weeks are extremely busy weeks where the number of assignments due are too many for our own good.,"Эти несколько недель — чрезвычайно загруженные недели, когда количество заданий слишком велико для нашего же блага.",School,1,0,work
1960,MY job is stressing me out right now,МОЯ работа меня сейчас напрягает,Work,1,0,work
5300,During this entier time.. I was bitching about roommates.,Все это время… я жаловалась на соседей по комнате.,Social Relationships,4,3,friends
6100,"In the second year, Del wasn't able to get my gift in on time because of a family sadness.",На втором курсе Дел не смог доставить мой подарок вовремя из-за семейной печали.,Social Relationships,4,3,friends
4795,i didn't get a break and now im starving and i dont wanna fix nothin to eat cuz im a lazy bum.,"у меня не было перерыва, и теперь я голодаю и не хочу ничего готовить, потому что я ленивый бездельник.","Health, Fatigue, or Physical Pain",3,2,health
186,"Coronavirus, my financial budget, thinking of my student debts","Коронавирус, мой финансовый бюджет, мысли о студенческих долгах",Financial Problem,5,4,finance
4159,I've been having trouble concentrating on work lately.,В последнее время мне трудно сосредоточиться на работе.,Work,1,0,work
156,christmas is coming and i'm swamped with medical bills.,"Приближается Рождество, и я завален медицинскими счетами.",Financial Problem,5,4,finance
4725,i just had this huge projects due and i had to so a speech about it!!,"Мне только что предстоял этот огромный проект, и мне нужно было рассказать об этом!!",School,1,0,work
3121,worried about being laid off from my job,"беспокоюсь о том, что меня уволят с работы",Work,1,0,work
5295,"Not as much as my best friend was, and It pains me to say that.","Не так сильно, как мой лучший друг, и мне больно это говорить.",Social Relationships,4,3,friends
6599,I called her twice per day for three days with no reply.,Я звонил ей два раза в день в течение трех дней без ответа.,Social Relationships,4,3,friends
2775,This goddamn quarrantine man.,Этот чертов карантинный человек.,Other,6,5,unknown
4004,I think that's one of the reasons I have such a hard time with my schedule right now.,"Думаю, это одна из причин, по которой мне сейчас так тяжело с графиком.",Everyday Decision Making,6,5,unknown
600,I am stress of coronavirus,У меня стресс из-за коронавируса,"Health, Fatigue, or Physical Pain",3,2,health
4719,i really dont kno what im going to eat for supper.,"я правда не знаю, что я буду есть на ужин.",Everyday Decision Making,6,5,unknown
404,Having to work from home and help the kids with school work.,Приходится работать дома и помогать детям с учебой.,Work,1,0,work
1027,i have to get a b- on my next test to get an a,"мне нужно получить четверку на следующем тесте, чтобы получить пятерку",School,1,0,work
4086,I'm so fed up with stuff in my life.,Мне так надоело все в моей жизни.,Emotional Turmoil,6,5,unknown
6579,"it's not like I can bond with my family, because they ignore me and they dislike me.","я не могу сблизиться со своей семьей, потому что они меня игнорируют и не любят.",Family Issues,2,1,family
2333,recent days lot of works its kind of stress. need some advice about relaxing,"последние дни много работы, это своего рода стресс. нужен совет по поводу расслабления",Work,1,0,work
5444,I have been feeling a bit lonely lately.,В последнее время я чувствую себя немного одиноким.,Social Relationships,4,3,friends
1028,i have to get work done on my car!,мне нужно поработать над своей машиной!,Financial Problem,5,4,finance
2223,Not working because of COVID19,Не работаю из-за COVID19,Work,1,0,work
1980,my kids' behavior recently,поведение моих детей в последнее время,Family Issues,2,1,family
5426,"It's too much to deal with and adds stress to my life, and I am plenty stressed on my own with classes and family and the like.","Это слишком много, и это добавляет стресса в мою жизнь, и я сам испытываю сильный стресс из-за занятий, семьи и тому подобного.",Family Issues,2,1,family
4895,"So another week of school, dear lord, I have these 5 essays for psych and I just can't bring myself to write them.","Итак, еще одна неделя в школе, дорогой господин, у меня есть эти 5 сочинений по психологии, и я просто не могу заставить себя их написать.",School,1,0,work
3728,Just a problem I'm having,Просто у меня проблема,Other,6,5,unknown
4368,"whatever, ive been so stressed about projects.","неважно, я так переживал из-за проектов.",School,1,0,work
544,i am having issues with how my daughter is behaving,меня беспокоит поведение моей дочери,Family Issues,2,1,family
5524,"When I lost Natalie, I grieved for over two months, and I didn't look at other girls mainly because I was still in shock over the loss of Natalie.","Когда я потерял Натали, я горевал больше двух месяцев и не смотрел на других девушек главным образом потому, что все еще находился в шоке от потери Натали.",Social Relationships,4,3,friends
4005,I think the deadline is what's stressing me out the most.,"Я думаю, что сроки – это то, что меня больше всего напрягает.",Work,1,0,work
775,i found out a colleague is quitting.,"я узнал, что коллега увольняется.",Work,1,0,work
6675,"Ive been ""exaggerating"" things and been really insecure.",Я «преувеличивал» вещи и был очень неуверен в себе.,Everyday Decision Making,6,5,unknown
566,i am not able to get my laptop to start.,я не могу запустить свой ноутбук.,School,1,0,work
6802,I'm scared that someone is going to get tired of me and I'm going to lose the one person I talk to that isn't my family.,"Я боюсь, что кто-то устанет от меня, и я потеряю единственного человека, с которым разговариваю, и который не является моей семьей.",Social Relationships,4,3,friends
4112,"I'm way behind, the last 2 days have been kind of crazy, I'm trying to get stuff back in order.","Я сильно отстаю, последние два дня были просто сумасшедшими, я пытаюсь навести порядок.",Everyday Decision Making,6,5,unknown
901,i have been so stressed up with my job recently,в последнее время я был так перегружен своей работой,Work,1,0,work
1209,if i can make ends meet for the month,смогу ли я свести концы с концами в этом месяце,Financial Problem,5,4,finance
3457,You've hurt and been hurt and now you're just sick and tired.,"Тебе было больно и больно, а теперь ты просто болен и устал.","Health, Fatigue, or Physical Pain",3,2,health
2679,The stay at home order due to covid 19 virus,Приказ оставаться дома из-за вируса covid 19,"Health, Fatigue, or Physical Pain",3,2,health
5076,"I was getting very stressed out about my university applications, along with the stresses of high school, itself.","Я очень переживал из-за поступления в университет, а также из-за стресса в старшей школе.",School,1,0,work
6586,"Overall I've felt farly lonely lately, also a bit concerned.",В целом в последнее время я чувствую себя очень одиноким и немного обеспокоенным.,Emotional Turmoil,6,5,unknown
2292,paying off this debt,погасить этот долг,Other,6,5,unknown
1077,i just started working a new job and i'm worried about messing up,я только начал работать на новой работе и боюсь что-то испортить,Work,1,0,work
5910,"I'm trying to fight it, to overcome it, to accept head on the events on the horizon.","Я пытаюсь с этим бороться, преодолеть, смириться с событиями на горизонте.",Emotional Turmoil,6,5,unknown
5241,"We broke up the day before my homecoming sadly, but he felt like he wasn't being a great boyfriend with his illness.","К сожалению, мы расстались за день до моего возвращения домой, но он чувствовал, что из-за своей болезни он не был хорошим парнем.",Social Relationships,4,3,friends
3253,"I think I've lost weight this week, its not healthy.","Кажется, я похудел на этой неделе, это вредно для здоровья.","Health, Fatigue, or Physical Pain",3,2,health
1498,i've been stressing out over money as usual,"я, как обычно, переживаю из-за денег",Financial Problem,5,4,finance
1305,"i'm still waiting for my food stamps to hit, they are overdue how am i gonna eat","я все еще жду, когда поступят мои талоны на питание, они просрочены, как я буду есть",Financial Problem,5,4,finance
1182,"i work 60 plus hour weeks, i'm stressed beyond belief.","Я работаю более 60 часов в неделю, у меня невероятный стресс.",Work,1,0,work
6821,my mom is pissing me off.,моя мама бесит меня.,Family Issues,2,1,family
4446,"It's so odd, driving on my way to work everything that seemed to be so pain staking and huge became frivolous.","Это так странно, по дороге на работу все, что казалось таким кропотливым и огромным, стало несерьезным.",Work,1,0,work
6628,i was unhappy and my life was in upheavel c. me and my girlfriend argue occasionally.,"я был несчастен, и моя жизнь была в смятении c. мы с моей девушкой иногда ссоримся.",Social Relationships,4,3,friends
830,i have a lot of projects due and not enough time.,у меня много проектов и мало времени.,Work,1,0,work
5089,It's been really hard for me lately and especially school.,"Мне в последнее время было очень тяжело, особенно в школе.",School,1,0,work
4573,its hard when i see him every day and i feel like i would expect him to be too many things to me at once.,"тяжело, когда я вижу его каждый день и чувствую, что ожидаю, что он будет для меня слишком многим одновременно.",Social Relationships,4,3,friends
2886,ugh. lots of stuff. work has been rough. boss is being a jerk.,фу. много вещей. работа была жесткой. босс ведет себя придурок.,Work,1,0,work
6264,Its wierd but me and my brother are really sick.,"Это странно, но я и мой брат очень больны.","Health, Fatigue, or Physical Pain",3,2,health
3881,"now that the time for leaving is drawing near, I'm starting to feel sad.","теперь, когда приближается время отъезда, мне становится грустно.",Emotional Turmoil,6,5,unknown
3764,The protests within my local area.,Протесты в моем районе.,Other,6,5,unknown
1285,I'm officially off of work because of the Coronavirus,Я официально уволен с работы из-за Коронавируса.,Work,1,0,work
4894,"I can't concentrate on my homework and dtudying, and it showes in my grades.","Я не могу сосредоточиться на домашней работе и учебе, и это отражается на моих оценках.",School,1,0,work
3960,I have been feeling really bad about the way that things have been going on lately.,"Мне очень плохо от того, что происходит в последнее время.",Emotional Turmoil,6,5,unknown
6237,Its her husbands word against her parents and the whole situation is such a mess.,"Это слово ее мужа против ее родителей, и вся ситуация в целом такая неразбериха.",Family Issues,2,1,family
1337,I'm stuck at home and feel like I'm getting sick.,"Я застрял дома и чувствую, что заболеваю.","Health, Fatigue, or Physical Pain",3,2,health
5650,"Latly i've just been feeling sick, and like sad and all that good stuff.","В последнее время меня просто тошнит, мне грустно и все такое хорошее.",Emotional Turmoil,6,5,unknown
2734,there's too much to do at work and having the kids home from school is a pain,"на работе слишком много дел, и отводить детей из школы домой - это боль",Family Issues,2,1,family
4120,it is extremely frustrating being stuck at my current place of employment until i find something else.,"очень неприятно оставаться на нынешнем месте работы, пока не найду что-нибудь другое.",Work,1,0,work
826,I have a homework assignment,У меня есть домашнее задание,School,1,0,work
2553,The COV-19 virus is definitely scaring me.,Вирус COV-19 меня определенно пугает.,"Health, Fatigue, or Physical Pain",3,2,health
5664,I think that the holidays lately have made me a little more acutely aware of my loneliness at times.,"Я думаю, что последние праздники заставили меня иногда острее осознавать свое одиночество.",Emotional Turmoil,6,5,unknown
5487,"I'd think about not being with my family, which made me start thinking about my family dying, which to me is so much worse.","Я думал о том, чтобы не быть со своей семьей, и это заставило меня задуматься о смерти моей семьи, что для меня намного хуже.",Family Issues,2,1,family
421,"Hey thanks for asking, I've been stressed about school but taking things day by day","Эй, спасибо, что спросили, у меня стресс из-за школы, но я занимаюсь делами изо дня в день.",School,1,0,work
